id,quizId,type,question,options,correctAnswer,items,text,blanks,distractors,sentence,words,correctWordIndexes,image
q-manual-1772177271831,quiz-1772176710142,TRUE_FALSE,"Đúng ghi Đ, sai ghi S trong các câu sau:",,,"[{""id"":""1"",""statement"":""MQ = QP = PM = MN"",""isCorrect"":false},{""id"":""2"",""statement"":""Cạnh MN song song với cạnh QP"",""isCorrect"":true},{""id"":""3"",""statement"":""Cạnh MP vuông góc với cạnh NI"",""isCorrect"":true},{""id"":""4"",""statement"":""IM = IP = IN = IQ"",""isCorrect"":false}]",,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772177060/ly-thuyet-hinh-thoi-224179_gkiuyg.png
q-manual-1772177967423,quiz-1772176710142,MULTIPLE_SELECT,Hình nào dưới đây là hình thoi,Hình 1|Hình 2|Hình 3|Hình 4|Hình 5|Hình 6|Hình 7|Hình 8,"[""C"",""F"",""H""]",,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772177705/b5-1634292576_j4mlia.jpg
q-1772154262735-0,quiz-1772154262735,MCQ,Hình bình hành có đặc điểm nào sau đây?,A. Có 4 góc vuông và 4 cạnh bằng nhau.|B. Có hai cặp cạnh đối diện song song và bằng nhau.|C. Chỉ có một cặp cạnh đối diện song song.|D. Có 4 cạnh bằng nhau nhưng không có góc vuông.,B,,,,,,,,
q-1772154262735-1,quiz-1772154262735,TRUE_FALSE,Các phát biểu sau đây về hình bình hành là đúng hay sai?,,,"[{""statement"":""Hình bình hành có hai cặp cạnh đối diện song song."",""isCorrect"":true},{""statement"":""Hình bình hành luôn có 4 góc vuông.""},{""statement"":""Các cạnh đối diện của hình bình hành luôn bằng nhau."",""isCorrect"":true}]",,,,,,,
q-1772154262735-9,quiz-1772154262735,CATEGORIZATION,Hãy sắp xếp các đặc điểm sau vào nhóm phù hợp để phân biệt Hình chữ nhật và Hình bình hành.,,,"[{""id"":""item1"",""content"":""Có 4 góc vuông"",""categoryId"":""hcn""},{""id"":""item3"",""content"":""Có hai cặp cạnh đối diện song song"",""categoryId"":""chung""},{""id"":""item4"",""content"":""Các cạnh đối diện bằng nhau"",""categoryId"":""chung""}]",,,"[{""id"":""hcn"",""name"":""Chỉ là đặc điểm của Hình chữ nhật""},{""id"":""chung"",""name"":""Đặc điểm chung của cả hai hình""}]",,,,
q-manual-1772154710788,quiz-1772154262735,IMAGE_QUESTION,Hình vẽ bên có mấy hình bình hành,2|3|4|5,C,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772154576/Screenshot_4_ssgq9u.png
q-manual-1772155214206,quiz-1772154262735,IMAGE_QUESTION,Cho hình bình hành ABCD (như hình vẽ). Khẳng định sau đây là sai?,Cạnh AB song song và bằng cạnh DC|Cạnh AB song song và bằng cạnh BC|Cạnh CD song song và bằng cạnh BA|Cạnh CB bằng cạnh DA,B,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772154576/Screenshot_3_ll5grs.png
q-manual-1772155379957,quiz-1772154262735,IMAGE_QUESTION,Cạnh ME dài 6cm. Cạnh PO dài là:,6 cm|8 cm|10 cm|12 cm,D,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772155336/Screenshot_5_vvc0hr.png
q-manual-1772157058853,quiz-1772154262735,IMAGE_QUESTION,"Biết A, B, C, D là bốn đỉnh của một hình bình hành. Hỏi đỉnh C đã bị con vật nào che mất?",Con gà|Con chó|Con mèo|Không có con nào,A,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772161667/SCREEN_7_zyb9vf.png
q-manual-1772157269607,quiz-1772154262735,IMAGE_QUESTION,"Cho ABCD và CDEG là các hình bình hành. Biết độ dài cạnh AB bằng 3 dm. Độ dài cạnh EG bằng bao nhiêu đề-xi-mét?
",3 cm|4 cm|5 cm|6 cm,A,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772161763/SCREEN_8_cnx9ie.png
q-manual-1772157472411,quiz-1772154262735,IMAGE_QUESTION,Nối bốn điểm nào trong hình vẽ để được một hình bình hành?,"Bốn điểm M, N, P, Q|Bốn điểm M, N, P, R|Bốn điểm M, N, P, S|Bốn điểm M, N, R, Q",B,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772161817/SCREEN_9_i2ujsj.png
q-manual-1772158258558,quiz-1772154262735,MCQ,"Chọn đáp án đúng. Hình bình hành ABCD có:

",A. AB = DC|B. AC = BD|C. AB = BC|D. AD = DC,A,,,,,,,,
q-manual-1772158770684,quiz-1772154262735,TRUE_FALSE,Trong hình bình hành ABCD:,,,"[{""id"":""1"",""statement"":""AB song song với CD"",""isCorrect"":true},{""id"":""2"",""statement"":""AB vuông góc với CD"",""isCorrect"":false},{""id"":""3"",""statement"":""AB = DC và AD = BC"",""isCorrect"":true},{""id"":""4"",""statement"":""AB = BC = CD = DA"",""isCorrect"":false}]",,,,,,,
q-manual-1772161143133,quiz-1772154262735,IMAGE_QUESTION,Cho hình bình hành ABCD (như hình vẽ). Các cặp cạnh  song song với nhau là:,"AB song song CD, AD song song với BC|AB song song CD, AD song song với AC|AB song song BD, AD song song với BC|AB song song CD, AD song song với BD",A,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772154576/Screenshot_3_ll5grs.png
q-manual-1772170285564,quiz-1772154262735,MULTIPLE_SELECT,Chọn tất cả các đáp án đúng. Hình bình hành là hình nào dưới đây?,Hình A|Hình B|Hình C|Hình D|Hình E,"[""A"",""C"",""E""]",,,,,,,,
q-manual-1772170491719,quiz-1772154262735,MCQ,Chọn đáp án đúng nhất. Hình bình hành là hình thế nào?,Hình bình hành có hai cặp cạnh đối diện song song.|Hình bình hành có hai cặp cạnh đối diện bằng nhau.|Hình bình hành có cặp cạnh đối diện song song và bằng nhau.|Hình bình hành có hai cặp cạnh đối diện song song và bằng nhau.,D,,,,,,,,
q-manual-1772414734609,quiz-1772154262735,MCQ,Hình nào dưới đây là hình bình hành,Hình A|Hình B|Hình C|Hình D,D,,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772162022/ly-thuyet-hinh-binh-hanh-224154_skbsve.png
q-manual-1772207378857,quiz-1772207252556,SHORT_ANSWER,"Điền số thích hợp vào ô trống
Cho hình sau: 
Góc đỉnh O cạnh OM, ON bằng ..... $$ ^\circ $$",,75,,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772207198/Picture1_pkvod2.png
q-manual-1772207432203,quiz-1772207252556,MCQ,"<b>Cho bài toán: </b>4 bao gạo cân nặng 60kg, 1 bao đậu xanh cân nặng 10kg. Hỏi 5 bao gạo và 1 bao đậu xanh như thế cân nặng bao nhiêu ki-lô-gam?
Muốn tìm cân nặng của 5 bao gạo ta thực hiện phép tính gì?",Phép cộng|Phép chia|Phép nhân,C,,,,,,,,
q-manual-1772207483501,quiz-1772207252556,MCQ,Dòng (câu) nào dưới đây không có chủ ngữ?,Cô giáo dạy múa rất hay.|đang cùng mọi người leo núi.|Em bé vui vẻ khi mẹ về.|Bạn Hà đang say sưa hát.,B,,,,,,,,
q-manual-1772207523057,quiz-1772207252556,MCQ,"<b>Bạn hãy chọn đáp án đúng.</b>
Nguyễn Trãi sinh năm 1380. Hỏi năm sinh của Nguyễn Trãi thuộc thế kỉ nào?",Thế kỉ XIV|Thế kỉ XIII|Thế kỉ XIX,A,,,,,,,,
q-manual-1772207550708,quiz-1772207252556,SHORT_ANSWER,"<b>Điền dấu thích hợp ( >; <; =)</b>
53 × 11 ... 573
",,>,,,,,,,,
q-manual-1772207640446,quiz-1772207252556,MCQ,"Choose the correct answer to fill in the blank.
“Eighteen degrees” is written as:
",$ 18^\circ $|$ 18^\circ $ C|$ 108^\circ $,A,,,,,,,,
q-manual-1772207830344,quiz-1772207252556,SHORT_ANSWER,"Fill suitable number in the blank.
Calculate: 250 × 125 × 32 = ......
",,1000000,,,,,,,,
q-manual-1772207902447,quiz-1772207252556,MCQ,Chủ ngữ trong câu văn nào dưới đây trả lời cho câu hỏi “Ai?”,"Truyện cổ tích đưa chúng ta về thế giới kì ảo.|Tiếng hát của Hương vừa trong trẻo, vừa ngọt ngào.|Bức tranh này là tác phẩm của một họa sĩ nổi tiếng.|Chị gái tôi đã từng kể về ước mơ được trở thành bác sĩ của mình.",D,,,,,,,,
q-manual-1772207956775,quiz-1772207252556,SHORT_ANSWER,"Bạn hãy điền dấu (>; <; =) thích hợp
36 000 : 600 ..... 7200 : 80
",,<,,,,,,,,
q-manual-1772207977668,quiz-1772207252556,SHORT_ANSWER,"Fill suitable number in the blank.
56 × 296 = 300 × 56 − 56 × .....",,4,,,,,,,,
q-manual-1772208033939,quiz-1772207252556,MCQ,"<b>Em hãy chọn chủ ngữ thích hợp điền vào chỗ trống để hoàn thành câu sau:</b>
<i>........ mải mê ấp trứng, quên cả ăn, chỉ mong ngày trứng nở thành con.</i>
",Chiếc trống trường|Chị gà mái|Chú mèo con|Những bông hồng nhung,B,,,,,,,,
q-manual-1772208184600,quiz-1772207252556,MCQ,"<b>Đọc đoạn văn sau và trả lời câu hỏi:
</b>Đọc xong câu chuyện “Đồng hồ Mặt Trời”, em vô cùng yêu thích cậu bé I-sắc Niu-tơn.
Trong câu chuyện, I-sắc Niu-tơn là một cậu bé ham học hỏi. Dù còn nhỏ tuổi nhưng Niu-tơn đã có thể tự tay làm ra các món đồ chơi cầu kì. Đặc biệt, Niu-tơn còn có tài quan sát vô cùng tỉ mỉ, cẩn thận. Cậu đã ghi chép lại sự thay đổi về vị trí của chiếc bóng. Từ đó, chế tạo ra đồng hồ mặt trời. Đây là một sáng chế vô cùng hữu ích với bà con trong làng. Nhờ có chiếc đồng hồ mà mọi người có thể nhận biết được thời gian. Qua nhân vật, em học được sự kiên trì, sẵn sàng tích lũy kiến thức mọi lúc, mọi nơi.
<i>Cậu bé Niu-tơn có tài năng gì?
</i>",tài năng quan sát và sáng chế.|tài năng nấu ăn.|tài năng vẽ tranh.,A,,,,,,,,
q-manual-1772208287955,quiz-1772207252556,MCQ,A seed company filled 8 bags with seed. They put 900 grams of seed in three bags. They put 800 grams of seed in five bags. How many grams of seed are there in all the bags combined?,6400|6700|2700|4000,B,,,,,,,,
q-manual-1772208409085,quiz-1772207252556,DROPDOWN,"Bạn hãy chọn đáp án thích hợp để điền vào ô trống.
Bà Triệu (Triệu Thị Trinh) sinh năm 226. Bà lãnh đạo cuộc khởi nghĩa chống quân Ngô năm 248.",,,,"Khi đó: Bà Triệu sinh vào thế kỉ [1]
Khi lãnh đạo cuộc khởi nghĩa Bà Triệu có số tuổi là [2] tuổi.
","[{""id"":""1"",""options"":[""2"",""3"",""4""],""correctAnswer"":""3""},{""id"":""2"",""options"":[""21"",""22"",""23""],""correctAnswer"":""22""}]",[],,,,
q-manual-1772208630970,quiz-1772207252556,MULTIPLE_SELECT,"Chọn tất cả đáp án đúng
Lan và Hoa cùng vẽ hai góc trên bảng (như hình vẽ). Biết bạn Hoa vẽ góc có số đo lớn hơn. Khi đó ta có:",Lan vẽ góc hình A.|Lan vẽ góc hình B.|Hoa vẽ góc hình A.|Hoa vẽ góc hình B.,"[""A"",""D""]",,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772208452/Picture2_k0eahi.png
q-manual-1772209526753,quiz-1772207252556,MCQ,"Choose the correct answer to fill in the blank.
The quadrilateral above has ........ acute angles as obtuse angles.",fewer|more|as many,C,,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772208676/Picture3_ysoko5.png
q-manual-1772209671862,quiz-1772207252556,MCQ,Trung bình cộng của số chẵn lớn nhất có hai chữ số và số chẵn lớn nhất có hai chữ số giống nhau là:,93|95|97|91,A,,,,,,,,
q-manual-1772209739721,quiz-1772207252556,MCQ,"Bài đọc: <b>Trăng trứng</b>
Rằm Trung thu năm nay, Ly thích nhất là có ông bà nội đến chơi. Bố trải hai cái chiếu to nhất ra giữa sân. Bà bổ bưởi. Mẹ gọt hồng. Còn Ly thì chăm chỉ, lụi cụi đi lấy rổ, lấy đĩa cho mẹ.
Khi cả nhà bắt đầu phá cỗ thì con mèo trắng nhảy tót từ trong bếp ra. Con mèo này nghịch lắm, hôm nọ nó làm Ly bị mắng oan. Nó tha cuộn chỉ của mẹ vào gầm giường để chơi, thế mà mẹ cứ bảo Ly làm mất. Nhưng thôi, hôm nay cũng phải chia phần cho nó, kẻo tội. Ly gắp mấy miếng bưởi vào đĩa nhỏ cho mèo. Nó không biết ăn bưởi, cũng chả biết ăn hồng, chán thế! Ly đang băn khoăn chưa biết cho mèo ăn gì thì ông nội chỉ về phía giữa rằm bụt, nhắc: “Mọi người xem, trăng đã lên kìa!”.
Ly ngẩng nhìn trăng. Còn bé Đốm thì cứ với tay về phía trăng mà reo lên như vớ được thứ gì đó: “Của Đốm! Của Đốm!”. Chỉ thương cho mèo chẳng biết trông trăng. Nó cứ chạy quanh sân lung tung, chốc chốc lại nhảy về cái bóng của mây qua cửa sổ. Ly bỗng nghĩ ra một cách. Ly lặng lẽ vào bếp lấy cái đĩa nhôm mẹ vẫn dùng cho mèo ăn cơm, múc nước đổ đầy đĩa, rồi bưng ra sân đặt trước mặt mèo. Xem kìa, mèo đã thấy trăng rồi! Nó nhìn chăm chăm vào lòng đĩa, tai giương giương, đuôi ngoáy ra điều thú vị lắm.
Ly ghé khuôn mặt rạng rỡ cùng trăng trăng với mèo. Trăng trong đĩa nước bé hơn trăng trên trời nhưng sáng long lanh như viên ngọc. Con mèo ngước nhìn Ly, kêu “meo meo” cảm ơn, rồi thò chân vào đĩa định quẫy trăng. Ui thật!

<i><b>Tại sao mèo trắng lại có thể ngắm trăng trong đĩa?</b></i>
",Vì trong đĩa có vẽ hình mặt trăng.|Vì hình ảnh của mặt trăng phản chiếu vào nước trong đĩa.|Vì đĩa có hình tròn nên mèo tưởng đó là mặt trăng.|Vì chiếc đĩa có màu vàng nên mèo tưởng đó là mặt trăng.,B,,,,,,,,
q-manual-1772209850391,quiz-1772207252556,MCQ,"Choose the correct answer.
There are 110 children each, in grades 2, 3, 4 and 5. How many children are there in all 4 of these grades?",240|330|440|280,C,,,,,,,,
q-manual-1772209929375,quiz-1772207252556,MCQ,"Khi viết đoạn văn nêu cảm xúc về nhân vật Thánh Gióng, em nên làm gì để thể hiện đúng tình cảm của mình?",Nêu những hành động gian lận của Thánh Gióng và bày tỏ sự không tin tưởng.|Nêu những hành động nghịch ngợm của Thánh Gióng và bày tỏ sự trách móc.|Nêu những hành động dũng cảm của Thánh Gióng và bày tỏ sự kính phục.|Nêu những hành động lười biếng của Thánh Gióng và bày tỏ sự chê bai.,C,,,,,,,,
q-manual-1772210087901,quiz-1772207252556,DRAG_DROP,Em hãy chọn chủ ngữ thích hợp điền vào chỗ trống để hoàn thành các câu sau:,,,,"1.	[Mây đen] dần kéo đến, che kín cả một vùng trời.
2.	[Gió] thổi vi vu.
3.	[Tia nắng] rực rỡ ấm áp xuyên qua ô cửa sổ rọi xuống ngay hàng ghế nơi em ngồi.
","[""Mây đen"",""Gió"",""Tia nắng""]","[""Mưa"",""Mặt trời"",""đàn""]",,,,
q-manual-1772210132665,quiz-1772207252556,MATCHING,,,,"[{""left"":""Cây cối"",""right"":""đâm chồi khi xuân đến.""},{""left"":""Các bác nông dân"",""right"":""đang gặt lúa ngoài đồng.""},{""left"":""Vẹt"",""right"":""bắt chước tiếng người rất giỏi.""}]",,,,,,,
q-manual-1772210198565,quiz-1772207252556,MCQ,Một cửa hàng đã bán 45 kg gạo tẻ với giá 12 500 đồng một ki-lô-gam và 20 kg gạo nếp với giá 35 000 đồng một ki-lô-gam. Hỏi cửa hàng đó thu được tất cả bao nhiêu tiền?,1 250 000 đồng|1 265 000 đồng|1 262 500 đồng|1 265 500 đồng,C,,,,,,,,
q-manual-1772210528463,quiz-1772207252556,MCQ,"Đọc bài sau và trả lời câu hỏi: <b>Cá</b> <i>(trích)</i>

Hay vờn rong chơi
Nhưng nhằng khoe áo trắng
Và nhắn nha rỉa mồi

Cá cá, chúng mày ơi!
Vào đây mà kiếm ăn:
Mồi lòng gà béo ngậy,
Mùi thính thơm, rất đằm.

Riêng mặt trời tinh nghịch
Ngắm mồi dưới đáy ao.
Giật mấy lần không được
Còn làm ta ngã nhào.

<i>Trong khổ thơ cuối cùng, tác giả đã sử dụng biện pháp nghệ thuật nào?</i>",Không sử dụng biện pháp nghệ thuật nào.|Cá nhân hoá và so sánh.|Nhân hóa.|So sánh.,C,,,,,,,,
q-manual-1772210602503,quiz-1772207252556,SHORT_ANSWER,"Fill suitable number in the blank.
The last digit of the product 2 × 3 × 4 × … × 9 is .........",,362880,,,,,,,,
q-manual-1772211136564,quiz-1772207252556,MULTIPLE_SELECT,"Choose the correct answers. 
Look at the angles below. Which one is an obtuse angle?","The angle at vertex D, between sides DA and DE.|The angle at vertex C, between sides CA and CE.|The angle at vertex A, between sides AD and AC.|The angle at vertex A, between sides AB and AC.","[""A"",""B""]",,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772210624/Picture4_ffrk8q.png
q-manual-1772211258563,quiz-1772207252556,MCQ,"Một thùng bia có 150 lít. Lần đầu lấy ra 10 lít bia, lần thứ hai lấy ra gấp ba lần số lít bia ở lần đầu, lần thứ ba lấy ra 20 lít bia. Hỏi trong thùng còn lại bao nhiêu lít bia?",30 $l$|60 $l$|90 $l$|120 $l$,C,,,,,,,,
q-manual-1772211446170,quiz-1772207252556,MCQ,Một lớp học có số học sinh nữ gấp 2 lần số học sinh nam. Cân nặng trung bình của các học sinh nữ là 26kg. Cân nặng trung bình của các bạn học sinh nam là 32kg. Cân nặng trung bình của tất cả các học sinh trong lớp là,30 $kg$|28 $kg$|29 $kg$|42 $kg$,B,,,,,,,,
q-manual-1772211888218,quiz-1772207252556,ORDERING," Em hãy sắp xếp các từ sau thành một câu văn bày tỏ tình cảm với nhân vật Tấm trong truyện cổ tích “Tấm Cám”. (Viết hoa đầu câu, cuối câu có dấu chấm)",,"[0,1,2,3,4]","[""Em"",""cảm thấy"",""rất"",""thương"",""cô Tấm.""]",,,,,,,
q-manual-1772211980305,quiz-1772207252556,SHORT_ANSWER,"Bạn hãy điền dấu (>; <; =) thích hợp 
10 400 : 80 ..... 140",,<,,,,,,,,
q-manual-1772212078180,quiz-1772207252556,MCQ,Chủ ngữ trong câu văn nào dưới đây trả lời cho câu hỏi “Con gì?”,Con thỏ trắng nhảy tới bãi cỏ xanh.|Cánh diều mềm mại giữa cánh buồm.|Bé Mai giúp mẹ quét sân.|Ánh nắng ấm áp chiếu xuống sân.,A,,,,,,,,
q-manual-1772212412853,quiz-1772207252556,DROPDOWN,Em hãy chọn từ ngữ thích hợp điền vào chỗ trống.,,,,Chủ ngữ trong câu “Cá voi có kích thước rất lớn” là danh từ chỉ [1],"[{""id"":""1"",""options"":[""loài vật"",""đồ vật""],""correctAnswer"":""loài vật""}]",[],,,,
q-manual-1772212448908,quiz-1772207252556,SHORT_ANSWER,"Fill suitable number in the blank.
Find the unit digit of A if A = 29 × 29 × 29 × … × 29  (100 factors 29).
",,1,,,,,,,,
q-manual-1772212654980,quiz-1772207252556,MCQ,Chủ ngữ trong câu văn nào dưới đây trả lời cho câu hỏi “Ai?”,Hà Nội là thủ đô của nước ta.|Hồ Chí Minh là vị lãnh tụ vĩ đại của dân tộc Việt Nam.|Mặt trời đang tỏa những tia nắng ấm áp.|Cây cổ thụ xanh um bên bờ sông.,B,,,,,,,,
q-manual-1772212707724,quiz-1772207252556,SHORT_ANSWER,"Fill suitable number in the blank.
362 x 100 - 50 = ........",,36150,,,,,,,,
q-manual-1772212809716,quiz-1772207252556,SHORT_ANSWER,Bạn Đức mua số vở và bút mực như sau:,,15000,,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772212771/Screenshot_3_um7cdc.png
q-manual-1772213081393,quiz-1772207252556,TRUE_FALSE,"Đúng chọn Đ, sai chọn S


",,,"[{""id"":""1"",""statement"":""Bạn Bảo nói: “Thế kỉ IV bắt đầu từ năm 301 đến năm 400”."",""isCorrect"":true},{""id"":""2"",""statement"":""Bạn Vinh nói: “Thế kỉ IV bắt đầu từ năm 300 đến năm 400”."",""isCorrect"":false}]",,,,,,,
q-manual-1772213129629,quiz-1772207252556,SHORT_ANSWER,"Bạn hãy <b>điền số </b>thích hợp vào ô trống.
Cho các khẳng định:
4620 : 30 = 462 : 3
5500 : 50 = 550 : 5
68 400 : 600 = 684 : 60
Trong các khẳng định trên, số các khẳng định đúng là .....
",,2,,,,,,,,
q-manual-1772213194672,quiz-1772207252556,SHORT_ANSWER,"Bạn hãy <b>điền số </b>thích hợp vào ô trống.
Có 21 000 quyển sách được xếp gọn vào từng giá sách trong thư viện. Nếu mỗi giá sách trong thư viện chứa được tối đa 60 quyển sách thì cần bao nhiêu giá sách để chứa đủ số sách trên?
",,350,,,,,,,,
q-manual-1772213232465,quiz-1772207252556,SHORT_ANSWER,"Fill suitable number in the blank.
300 x 800 x 10 = ......",,2400000,,,,,,,,
q-manual-1772213358618,quiz-1772207252556,SHORT_ANSWER,"Bạn hãy <b>điền số</b> thích hợp vào ô trống.
Trung bình cộng của ba số là 22. Nếu viết thêm chữ số 1 vào bên trái số thứ hai thì được số thứ ba, số thứ nhất gấp 2 lần số thứ ba.
Số thứ nhất hơn số thứ hai: ...... đơn vị.
",,29,,,,,,,,
q-manual-1772213767430,quiz-1772207252556,DRAG_DROP,Em hãy chọn chủ ngữ thích hợp điền vào chỗ trống để hoàn thành đoạn văn sau.,,,,"Chiều hôm ấy, trời mưa như trút nước. [Bầu trời]đầy mây đen và chớp giật loé từng đợt.
[Na] đã học bài xong và đang ngồi nhìn ra cửa sổ. [Cô bé] nhìn thấy một đoạn đường vắng lặng, trắng xoá màn mưa. Dưới lòng đường, [người và xe] di chuyển hối hả. [Cả dãy phố] hầu như không có một mái hiên nào đưa ra mặt đường. Một chút lo âu dâng lên trong tâm trí. Na chạy xuống nhà bảo mẹ kéo mái hiên ra phía ngoài đường để người đi đường có chỗ trú mưa…
","[""Bầu trời"",""Na"",""Cô bé"",""người và xe"",""Cả dãy phố""]",[],,,,
q-manual-1772213826626,quiz-1772207252556,MCQ,"<b>Đọc Bài sau và trả lời câu hỏi: Bác sĩ của nhân dân</b>

Bác sĩ Phạm Ngọc Thạch là một tấm gương tiêu biểu cho các thế hệ thầy thuốc Việt Nam.
Sinh thời, ông có công rất lớn trong việc tìm ra cách phòng và chữa bệnh lao phổi. Dù ở đâu, bất cứ lúc nào người bệnh cần, ông đều có mặt để thăm khám và chữa trị kịp thời. Không ít lần, ông đã tự tiếp máu của mình cho người bệnh. Hình ảnh quen thuộc, thân thương của ông trong chiếc áo choàng trắng với ống nghe, ân cần thăm hỏi từng bệnh nhân, túc trực bên giường những người bệnh nặng…còn mãi trong tâm trí đồng nghiệp.
Mọi người gọi ông là “Bác sĩ của nhân dân”. Nhiều bệnh viện, trường học và các công trình trên mọi miền đất nước được vinh dự mang tên ông. Từ năm 2009, tên của bác sĩ Phạm Ngọc Thạch được đặt cho giải thưởng nhằm vinh danh những y, bác sĩ trẻ tích cực học tập, không ngừng rèn luyện và cống hiến cho ngành Y tế nước nhà.
<i>Bài đọc trên cho ta thấy bác sĩ Phạm Ngọc Thạch là người như thế nào?</i>",Một bác sĩ yêu nghề.|Một bác sĩ giỏi.|Một người bác sĩ có trái tim nhân ái.|Tất cả các đáp án trên đều đúng.,D,,,,,,,,
q-manual-1772213892636,quiz-1772207252556,MATCHING,,,,"[{""left"":""Thiên nga"",""right"":""là biểu tượng của sự đẹp đẽ và sang trọng.""},{""left"":""Trống trường"",""right"":""là âm thanh giục giã các bạn vào nhanh chân tới trường.""},{""left"":""Mẹ em"",""right"":""là người yêu thương em nhất.""},{""left"":""Chị Võ Thị Sáu"",""right"":""là một nữ anh hùng của dân tộc Việt Nam.""}]",,,,,,,
q-manual-1772213958446,quiz-1772207252556,MCQ,"Choose the correct answer.
A cybercafe has a total of 100 computers but 20 of the computers are not functioning. If there were no idle computers for 20 consecutive days and each customer pays 30£ per day in the cybercafé. How many customers did the cybercafé welcomed within this period?",1 600|1 500|1 800|1 400,A,,,,,,,,
q-manual-1772214199390,quiz-1772207252556,MCQ,Số thứ nhất là 92. Số thứ hai bé hơn số thứ nhất là 16. Số trung bình cộng của số thứ nhất và số thứ hai là:,80|82|78|84,D,,,,,,,,
q-manual-1772214321097,quiz-1772207252556,SHORT_ANSWER,"Bạn hãy điền số thích hợp vào ô trống.
Một đơn vị bộ đội đã tặng sữa cho học sinh Trường Tiểu học Xuân Thuận. Lần thứ nhất tặng 36 thùng, lần thứ hai 58 thùng. Mỗi thùng sữa đều có 24 hộp. Hỏi đơn vị đó đã tặng tất cả bao nhiêu hộp sữa?",,2256,,,,,,,,
q-manual-1772214492221,quiz-1772207252556,MCQ,"Choose the correct answer.
Look at the triangles below. How many triangles have three acute angles?",3 triangles|4 triangles|1 triangle|2 triangles,D,,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772214371/Picture6_ls4fau.png
q-manual-1772214548067,quiz-1772207252556,MCQ,"Choose the correct answer.
There is a broken wooden wheel<i> (as shown in the picture)</i>. The angle formed by the green spoke and the red spoke is:
",right angle|obtuse angle|acute angle,A,,,,,,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772214373/Picture7_ldkkjc.png
q-manual-1772215331592,quiz-1772207252556,DROPDOWN,Cho hình sau:,,,,"Góc đỉnh A, cạnh AB, AC bằng [1]","[{""id"":""1"",""options"":[""45°"",""90°"",""""],""correctAnswer"":""45°""}]",[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772212127/Picture5_a2zllm.png
